Index,A,B,C,D
2018-06-07,-1.1145828931471675,0.8039112454304026,0.37480962795518696,0.8554042526867653
2018-06-08,-0.09153559571659428,-0.8288516337070124,0.2712915505916063,-0.06670349358496241
2018-06-09,0.025956578114352705,-0.11703507349528754,0.8174195404171473,1.5927715852735918
2018-06-10,-0.41546273544145196,0.14633644539457313,0.014791911285717635,-0.8996668638193843
2018-06-11,-1.8787629711223055,-0.8188937515818092,-2.4320485188763863,0.37118769098438736
2018-06-12,-0.6796117766034067,0.4310143776045858,1.216172230003513,0.28167725176459074
2018-06-13,0.07061038677268434,-0.32027621953748703,0.39940845755599014,-1.440379831259362
2018-06-14,-0.4485512554870127,2.6068418499508366,-0.6520331850076788,-0.5349469939092191
2018-06-15,-0.21065273691404351,-0.08955805209436671,0.7471572855581124,-1.481616229523562
2018-06-16,-0.2878880290382144,0.0732305451234512,0.28867129803955127,1.5785393982817035
2018-06-17,-0.13861347324633583,0.5845714340033838,-0.5184600408523066,0.1545908190555095
2018-06-18,-0.08847364455338455,-1.008330108121266,-0.09427133008112601,0.24486522169118544
2018-06-19,-0.7663583146757263,-1.121823705392898,0.6474501302565766,0.11309404619974511
2018-06-20,1.2935726513919674,0.0623165363628823,-0.633865031796038,0.7930817341878904
2018-06-21,1.1529284439498508,1.0711511648368919,0.03696938048377417,-0.7299391349716776
2018-06-22,-1.2928648601614143,-0.6330945578784251,1.50710959240079,0.6361143584734827
2018-06-23,-1.278222201960678,-0.4693270985365396,1.120243449335728,-0.011244169993969115
2018-06-24,0.18984087975640662,-0.510252962330863,-0.5957873634032526,1.9182642610605443
2018-06-25,-1.4493797697721142,1.1004636977577165,0.3863497349376495,-0.3462224142828183
2018-06-26,-1.0991228122578398,-0.19865499919149918,0.6259274301008012,-0.7527905998891532
2018-06-27,0.996395277394738,-1.1296113215595573,0.20990267368202942,-1.294357275388385
2018-06-28,0.7747631280876033,1.6605940688270582,0.28018097733528946,-0.3348069897882235
2018-06-29,1.3503682858204071,-0.04840217101283387,0.03436447220038283,1.7684828699875592
2018-06-30,-0.31195515112541744,2.041801432187719,-1.932795128284043,-0.49026849361838587
2018-07-01,-1.5382430997509435,2.5109567693969668,-0.2201694341029988,1.4678376029131652
2018-07-02,1.2244162938067418,0.35697087046871956,-2.4351100840554407,-0.11945149831215841
2018-07-03,-1.7845957124506697,-1.5181872140060366,-0.24986844794298735,0.2864323557031716
2018-07-04,0.2438486188975345,-0.9297214078787751,-2.784930268343713,1.1340691603842454
2018-07-05,-2.6668833700978176,1.0704760648933673,1.822273892549791,-2.5009104624218703
2018-07-06,1.2605544768988755,-0.12780783427096953,0.9352146044249183,-0.6369437045103165
2018-07-07,-0.35968976996199825,1.0880538384446055,-1.3995363406901304,0.46297850335262725
2018-07-08,1.698121919238898,1.5250426517903788,-0.946793305930697,-0.003860540806742022
2018-07-09,-0.9964094217428542,0.31334296572541537,-0.4133471898641212,1.5028147286837295
2018-07-10,0.5135243177493021,-2.3519150725602143,1.2397549478021683,-0.467579083194477
2018-07-11,0.7491010899619247,-1.1497654415378786,-0.15079427428581635,-0.28077292009088445
2018-07-12,2.1393881765510288,0.9359521465862837,-0.40527513810157606,0.48255366710767844
2018-07-13,0.5048387023227743,2.03455713058868,-0.7960033197727988,-0.7528518317405604
2018-07-14,-0.386525649772082,-0.3809005689200327,0.11771586060355123,-0.9570653430256483
2018-07-15,0.8458020443568574,-1.295474085722872,-0.47163393303698337,-1.652328196839676
2018-07-16,-0.0824424530479325,1.1741754267033038,0.18757803307120097,0.8831133963575603
2018-07-17,0.3756945826274156,-0.4636661014411222,1.153699180778393,0.7117452661661635
2018-07-18,-0.8301120250342433,-0.4338482143177247,2.433348965123917,-2.193963030523552
2018-07-19,0.01959500192605923,-0.16848888891141992,-0.8013637873753912,0.483903427556864
2018-07-20,0.7133518547469748,0.8319382648904207,-0.33433932675246547,0.7902857678265879
2018-07-21,-1.606980722844942,0.7390595452574046,0.9883893564885612,0.6538274837766889
2018-07-22,-0.4207164797634298,-1.8073452231010831,-0.17507977775466044,-0.9110351059115406
2018-07-23,2.2170572061429206,-1.3405256724786656,-1.2095901329395005,-1.3374882486149318
2018-07-24,-0.44842773939308195,-0.7267014999083728,0.04592924503878035,-0.81329108035621
2018-07-25,0.4395804922022952,-0.6498283792917557,1.5480893098206503,0.054398407472471065
2018-07-26,0.4135213003067014,-0.8399166847054146,0.14077027839011805,-1.1833838312594775
2018-07-27,0.19186030352994027,1.3506215609821584,-1.3825391492876542,1.2252788747700467
2018-07-28,1.0089310407172623,-0.36437182639227556,0.6599924892644917,-1.5058311660825339
2018-07-29,-0.9617123861536244,0.37345438106343015,0.735300648442208,-1.5616662432286312
2018-07-30,-0.2552254535921636,1.413803460760611,-0.24956961100305786,0.7739066668091581
2018-07-31,-2.0802279341338066,-1.6656061238118194,-0.47291397749402797,-1.5502532390553232
2018-08-01,-0.6582501682453815,0.5416750798795031,0.47694463539481513,-0.1424548029406646
2018-08-02,-0.6034338268646943,-0.5880069330560463,0.12513505786566087,1.1324077719671042
2018-08-03,-1.0825658066697774,-0.051601794224348844,-0.5472626135666548,2.3495277143377704
2018-08-04,-0.33126913620429876,1.7061859646285409,-1.013202284574677,-0.19280998214440384
2018-08-05,0.045368382872749455,-0.373824452665959,-0.5662423977838009,0.04803669697211714
2018-08-06,-0.6619521113586426,0.7994372593498941,1.177392115351738,-0.7939834954141103
2018-08-07,-0.36338908991853497,-0.525727841486617,0.8453151443441262,-0.255511521229353
2018-08-08,0.46063864854222175,-2.008619878742165,0.856747218866313,-1.1103493476511879
2018-08-09,1.6926259099532082,1.0497889244942633,1.3372886701180544,-0.9291597406027835
2018-08-10,-1.5656083265108616,-0.4796081449357961,-1.3509648849726472,0.1926356349397401
2018-08-11,0.4134203162082018,0.5374900017413774,-1.3207293575031733,0.7954267796087078
2018-08-12,-0.531628910589683,0.8132819731463716,-0.6500095494560446,-2.32576013556649
2018-08-13,1.0187516093257634,0.28357045859675106,0.019734820938699806,0.5711979372069489
2018-08-14,0.5004206662288333,-2.363308084468359,-0.09987919659433472,-1.7208366716460257
2018-08-15,-0.08298161437200562,-0.8314504808784277,0.28422592650888745,-0.3971600727043091
2018-08-16,0.48511559361129675,-0.5158663146098098,-0.18752831326324396,0.28819092513787087
2018-08-17,0.013668065570204002,1.2565290305853858,-0.9937502895526527,-0.3028404900589236
2018-08-18,-0.9394806484446958,-0.39865947248885975,1.2359746892444279,0.6464813598855859
2018-08-19,-0.4943138313186078,0.9554640372840172,-0.09946342763634317,0.8915038331757165
2018-08-20,-0.5364733181031444,0.2519678925333596,-0.2528660796731682,-0.5516106699192513
2018-08-21,-0.23406624881493782,-0.1856460765569787,-0.19336570648131848,0.48228599190741733
2018-08-22,-0.33654980076885244,0.47434785329801754,2.2673043197974616,-0.8890729738816603
2018-08-23,1.288531093686488,1.018818931653272,-1.0134222939881032,-1.4598167135544033
2018-08-24,0.6738473427583103,2.440472003055067,0.5957270452712893,-0.04376626189791385
2018-08-25,-0.7774867007097073,-0.501575164819669,-0.6074856438486052,2.4142231668323704
