Index,Open,High,Low,Close,Adj Close,Volume
1979-09-18,3.578125,3.578125,3.546875,3.5625,0.718914,2.3056e6
1979-09-19,3.5625,3.585938,3.5625,3.585938,0.723643,2.4736e6
1979-09-20,3.585938,3.742188,3.570313,3.742188,0.755175,4.4784e6
1979-09-21,3.742188,3.765625,3.679688,3.679688,0.742562,4.6288e6
1979-09-24,3.679688,3.695313,3.664063,3.664063,0.739409,2.9104e6
1979-09-25,3.65625,3.65625,3.625,3.65625,0.737832,3.1168e6
1979-09-26,3.671875,3.726563,3.671875,3.695313,0.745715,2.6656e6
1979-09-27,3.695313,3.710938,3.671875,3.710938,0.748868,2.9824e6
1979-09-28,3.710938,3.742188,3.671875,3.6875,0.744139,3.9616e6
1979-10-01,3.679688,3.679688,3.632813,3.640625,0.734679,2.5952e6
1979-10-02,3.640625,3.65625,3.609375,3.648438,0.736256,3.0096e6
1979-10-03,3.640625,3.640625,3.617188,3.617188,0.72995,3.2784e6
1979-10-04,3.617188,3.617188,3.585938,3.601563,0.726797,3.5456e6
1979-10-05,3.617188,3.757813,3.617188,3.734375,0.753598,7.0384e6
1979-10-08,3.75,3.828125,3.75,3.765625,0.759904,5.656e6
1979-10-09,3.742188,3.742188,3.664063,3.671875,0.740986,4.1552e6
1979-10-10,3.632813,3.632813,3.484375,3.632813,0.733103,7.7296e6
1979-10-11,3.632813,3.648438,3.5625,3.609375,0.728373,4.2224e6
1979-10-12,3.609375,3.640625,3.539063,3.554688,0.717337,3.7824e6
1979-10-15,3.554688,3.554688,3.53125,3.546875,0.71576,2.7616e6
1979-10-16,3.546875,3.585938,3.546875,3.546875,0.71576,3.56e6
1979-10-17,3.546875,3.625,3.546875,3.578125,0.722067,4.1552e6
1979-10-18,3.585938,3.65625,3.585938,3.632813,0.733103,3.1936e6
1979-10-19,3.585938,3.625,3.585938,3.585938,0.723643,2.944e6
1979-10-22,3.5625,3.5625,3.515625,3.53125,0.712608,4.4624e6
1979-10-23,3.53125,3.53125,3.445313,3.46875,0.699995,4.816e6
1979-10-24,3.46875,3.523438,3.4375,3.5,0.706301,4.2464e6
1979-10-25,3.5,3.539063,3.476563,3.484375,0.703148,2.136e6
1979-10-26,3.484375,3.523438,3.476563,3.515625,0.709454,3.96e6
1979-10-29,3.539063,3.570313,3.539063,3.546875,0.71576,4.1696e6
1979-10-30,3.546875,3.640625,3.523438,3.625,0.731526,2.8352e6
1979-10-31,3.625,3.648438,3.585938,3.59375,0.72522,3.9024e6
1979-11-01,3.59375,3.648438,3.578125,3.640625,0.734679,3.3632e6
1979-11-02,3.617188,3.617188,3.585938,3.609375,0.742393,2.4096e6
1979-11-05,3.609375,3.617188,3.570313,3.570313,0.734358,2.9344e6
1979-11-06,3.570313,3.578125,3.554688,3.5625,0.732751,1.672e6
1979-11-07,3.539063,3.539063,3.5,3.515625,0.723109,2.9776e6
1979-11-08,3.484375,3.515625,3.484375,3.492188,0.718289,3.072e6
1979-11-09,3.515625,3.546875,3.515625,3.539063,0.72793,1.5712e6
1979-11-12,3.546875,3.679688,3.546875,3.679688,0.756855,2.016e6
1979-11-13,3.679688,3.6875,3.609375,3.617188,0.743999,1.9344e6
1979-11-14,3.617188,3.625,3.578125,3.59375,0.739178,4.2352e6
1979-11-15,3.617188,3.6875,3.617188,3.65625,0.752034,3.4832e6
1979-11-16,3.65625,3.664063,3.632813,3.640625,0.74882,2.3216e6
1979-11-19,3.640625,3.664063,3.625,3.648438,0.750427,3.408e6
1979-11-20,3.648438,3.664063,3.601563,3.609375,0.742393,3.6864e6
1979-11-21,3.601563,3.601563,3.554688,3.554688,0.731144,5.9296e6
1979-11-23,3.554688,3.578125,3.546875,3.546875,0.729537,1.5008e6
1979-11-26,3.546875,3.609375,3.546875,3.578125,0.735965,4.7088e6
1979-11-27,3.570313,3.570313,3.515625,3.554688,0.731144,7.1184e6
1979-11-28,3.554688,3.617188,3.546875,3.601563,0.740786,2.3776e6
1979-11-29,3.625,3.640625,3.625,3.632813,0.747213,2.3952e6
1979-11-30,3.632813,3.640625,3.601563,3.625,0.745607,2.5296e6
1979-12-03,3.617188,3.617188,3.570313,3.585938,0.737572,2.7728e6
1979-12-04,3.585938,3.625,3.585938,3.617188,0.743999,3.4656e6
1979-12-05,3.617188,3.640625,3.585938,3.59375,0.739178,3.2128e6
1979-12-06,3.59375,3.617188,3.578125,3.601563,0.740786,2.5376e6
1979-12-07,3.601563,3.617188,3.507813,3.554688,0.731144,7.4528e6
1979-12-10,3.554688,3.554688,3.523438,3.523438,0.724717,6.544e6
1979-12-11,3.523438,3.554688,3.515625,3.546875,0.729537,4.1104e6
1979-12-12,3.546875,3.546875,3.515625,3.515625,0.723109,4.352e6
1979-12-13,3.515625,3.539063,3.492188,3.53125,0.726323,4.392e6
1979-12-14,3.53125,3.539063,3.515625,3.523438,0.724717,6.5568e6
1979-12-17,3.523438,3.570313,3.5,3.5625,0.732751,8.84e6
1979-12-18,3.5625,3.585938,3.539063,3.546875,0.729537,7.6272e6
1979-12-19,3.53125,3.53125,3.507813,3.515625,0.723109,5.3072e6
1979-12-20,3.515625,3.515625,3.460938,3.460938,0.711861,4.5264e6
1979-12-21,3.460938,3.46875,3.429688,3.429688,0.705433,6.1504e6
1979-12-24,3.429688,3.445313,3.421875,3.429688,0.705433,1.8448e6
1979-12-26,3.429688,3.46875,3.429688,3.445313,0.708647,3.304e6
1979-12-27,3.445313,3.453125,3.4375,3.453125,0.710254,2.768e6
1979-12-28,3.453125,3.460938,3.4375,3.453125,0.710254,3.6144e6
1979-12-31,3.453125,3.460938,3.4375,3.445313,0.708647,2.08e6
1980-01-02,3.445313,3.453125,3.351563,3.367188,0.692578,6.6224e6
1980-01-03,3.320313,3.320313,3.25,3.28125,0.674902,7.2224e6
1980-01-04,3.28125,3.328125,3.28125,3.3125,0.68133,4.7808e6
1980-01-07,3.3125,3.359375,3.289063,3.296875,0.678116,8.3312e6
1980-01-08,3.296875,3.328125,3.273438,3.320313,0.682937,8.048e6
1980-01-09,3.320313,3.34375,3.273438,3.289063,0.676509,9.168e6
1980-01-10,3.289063,3.304688,3.257813,3.28125,0.674902,7.56e6
1980-01-11,3.28125,3.289063,3.257813,3.273438,0.673295,7.0944e6
1980-01-14,3.28125,3.320313,3.28125,3.320313,0.682937,1.03968e7
1980-01-15,3.320313,3.414063,3.3125,3.40625,0.700613,6.3312e6
1980-01-16,3.429688,3.515625,3.429688,3.4375,0.70704,8.4768e6
1980-01-17,3.4375,3.484375,3.4375,3.460938,0.711861,6.0352e6
1980-01-18,3.460938,3.492188,3.453125,3.453125,0.710254,4.1536e6
1980-01-21,3.46875,3.507813,3.46875,3.484375,0.716682,6.0176e6
1980-01-22,3.484375,3.523438,3.484375,3.5,0.719895,6.1968e6
1980-01-23,3.5,3.632813,3.476563,3.632813,0.747213,5.7472e6
1980-01-24,3.648438,3.703125,3.648438,3.671875,0.755248,6.7744e6
1980-01-25,3.664063,3.664063,3.625,3.625,0.745607,5.0832e6
1980-01-28,3.625,3.765625,3.625,3.726563,0.766496,5.344e6
1980-01-29,3.726563,3.757813,3.679688,3.726563,0.766496,6.7072e6
1980-01-30,3.726563,3.804688,3.710938,3.804688,0.782565,5.7696e6
1980-01-31,3.804688,3.960938,3.804688,3.804688,0.782565,1.14384e7
1980-02-01,3.804688,3.953125,3.789063,3.945313,0.811489,7.1408e6
1980-02-04,3.929688,3.929688,3.8125,3.820313,0.801006,9.4224e6
1980-02-05,3.820313,3.835938,3.78125,3.804688,0.79773,5.4992e6
1980-02-06,3.820313,3.921875,3.820313,3.921875,0.822301,5.9088e6
1980-02-07,3.953125,4.046875,3.953125,4.015625,0.841957,1.27088e7
1980-02-08,4.015625,4.148438,4.0,4.140625,0.868166,7.6928e6
1980-02-11,4.140625,4.195313,4.132813,4.148438,0.869804,1.0456e7
1980-02-12,4.148438,4.15625,4.070313,4.15625,0.871442,5.816e6
1980-02-13,4.15625,4.21875,4.007813,4.179688,0.876356,6.456e6
1980-02-14,4.179688,4.226563,4.046875,4.054688,0.850147,6.9312e6
1980-02-15,4.046875,4.046875,3.976563,4.0,0.838681,4.7104e6
1980-02-19,3.960938,3.960938,3.882813,3.929688,0.823938,5.3504e6
1980-02-20,3.945313,4.039063,3.945313,4.039063,0.846871,8.136e6
1980-02-21,4.039063,4.15625,3.945313,4.007813,0.840319,7.0704e6
1980-02-22,4.007813,4.15625,3.960938,4.078125,0.855061,6.2592e6
1980-02-25,4.078125,4.09375,4.0,4.085938,0.8567,5.352e6
1980-02-26,4.085938,4.15625,4.054688,4.140625,0.868166,5.8416e6
1980-02-27,4.140625,4.234375,4.132813,4.132813,0.866528,8.8896e6
1980-02-28,4.132813,4.171875,4.070313,4.085938,0.8567,5.0496e6
1980-02-29,4.085938,4.101563,4.046875,4.085938,0.8567,2.7856e6
1980-03-03,4.085938,4.109375,4.03125,4.03125,0.845233,4.5552e6
1980-03-04,4.03125,4.078125,3.992188,4.070313,0.853423,4.9152e6
1980-03-05,4.070313,4.179688,4.023438,4.039063,0.846871,8.3136e6
1980-03-06,4.039063,4.054688,3.90625,3.945313,0.827215,5.0912e6
1980-03-07,3.898438,3.898438,3.789063,3.804688,0.79773,8.4688e6
1980-03-10,3.789063,3.789063,3.710938,3.789063,0.794454,1.19792e7
1980-03-11,3.789063,3.835938,3.78125,3.820313,0.801006,6.32e6
1980-03-12,3.820313,3.851563,3.773438,3.84375,0.80592,4.9248e6
1980-03-13,3.84375,3.859375,3.796875,3.796875,0.796092,4.5904e6
1980-03-14,3.789063,3.789063,3.734375,3.75,0.786263,5.9872e6
1980-03-17,3.703125,3.703125,3.601563,3.601563,0.75514,4.8832e6
1980-03-18,3.601563,3.695313,3.585938,3.6875,0.77316,8.656e6
1980-03-19,3.6875,3.71875,3.664063,3.679688,0.771521,5.7984e6
1980-03-20,3.679688,3.695313,3.617188,3.617188,0.758417,6.9584e6
1980-03-21,3.632813,3.71875,3.632813,3.65625,0.766607,4.6912e6
1980-03-24,3.640625,3.640625,3.554688,3.5625,0.746951,4.3344e6
1980-03-25,3.5625,3.570313,3.453125,3.492188,0.732208,7.7904e6
1980-03-26,3.492188,3.570313,3.492188,3.5,0.733846,5.3328e6
1980-03-27,3.476563,3.476563,3.382813,3.460938,0.725656,6.8224e6
1980-03-28,3.460938,3.578125,3.460938,3.5625,0.746951,4.688e6
1980-03-31,3.5625,3.617188,3.546875,3.617188,0.758417,3.5104e6
1980-04-01,3.617188,3.617188,3.546875,3.546875,0.743674,6.7744e6
1980-04-02,3.546875,3.570313,3.53125,3.53125,0.740399,4.1696e6
1980-04-03,3.53125,3.546875,3.5,3.546875,0.743674,5.2624e6
1980-04-07,3.546875,3.546875,3.46875,3.46875,0.727294,3.8656e6
1980-04-08,3.460938,3.460938,3.40625,3.4375,0.720742,6.232e6
1980-04-09,3.46875,3.59375,3.46875,3.59375,0.753503,4.2768e6
1980-04-10,3.59375,3.617188,3.5625,3.601563,0.75514,3.8496e6
1980-04-11,3.601563,3.617188,3.578125,3.578125,0.750227,4.0864e6
1980-04-14,3.5625,3.5625,3.539063,3.554688,0.745312,3.3664e6
1980-04-15,3.554688,3.609375,3.554688,3.585938,0.751864,2.8384e6
1980-04-16,3.585938,3.640625,3.523438,3.53125,0.740399,8.5024e6
1980-04-17,3.546875,3.601563,3.546875,3.570313,0.748589,4.472e6
1980-04-18,3.570313,3.585938,3.53125,3.539063,0.742036,2.8832e6
1980-04-21,3.539063,3.578125,3.539063,3.570313,0.748589,2.6704e6
1980-04-22,3.617188,3.695313,3.617188,3.695313,0.774797,7.1024e6
1980-04-23,3.695313,3.734375,3.6875,3.710938,0.778073,4.4128e6
1980-04-24,3.710938,3.734375,3.679688,3.703125,0.776435,8.1184e6
1980-04-25,3.703125,3.734375,3.6875,3.734375,0.782988,2.9232e6
1980-04-28,3.734375,3.796875,3.726563,3.757813,0.787902,5.6288e6
1980-04-29,3.757813,3.78125,3.742188,3.773438,0.791178,3.4624e6
1980-04-30,3.773438,3.796875,3.734375,3.796875,0.796092,6.4288e6
1980-05-01,3.796875,3.828125,3.789063,3.789063,0.794454,7.0064e6
1980-05-02,3.789063,3.789063,3.757813,3.789063,0.794454,3.8704e6
1980-05-05,3.796875,3.851563,3.796875,3.84375,0.80592,6.0944e6
1980-05-06,3.859375,3.90625,3.859375,3.890625,0.815749,6.5408e6
1980-05-07,3.8125,3.8125,3.765625,3.796875,0.813072,6.6352e6
1980-05-08,3.796875,3.820313,3.773438,3.78125,0.809726,6.4912e6
1980-05-09,3.757813,3.757813,3.71875,3.726563,0.798015,4.208e6
1980-05-12,3.710938,3.710938,3.6875,3.6875,0.78965,5.5456e6
1980-05-13,3.695313,3.765625,3.695313,3.75,0.803034,4.4432e6
1980-05-14,3.773438,3.828125,3.773438,3.789063,0.811398,3.904e6
1980-05-15,3.789063,3.796875,3.742188,3.742188,0.801361,3.7152e6
1980-05-16,3.757813,3.789063,3.757813,3.773438,0.808053,3.7856e6
1980-05-19,3.78125,3.914063,3.78125,3.898438,0.834821,4.776e6
1980-05-20,3.898438,3.914063,3.882813,3.890625,0.833147,3.6784e6
1980-05-21,3.890625,3.90625,3.851563,3.90625,0.836494,4.1904e6
1980-05-22,3.90625,3.984375,3.90625,3.960938,0.848205,5.928e6
1980-05-23,3.976563,4.039063,3.976563,4.023438,0.861588,7.0256e6
1980-05-27,4.046875,4.09375,4.046875,4.078125,0.873299,4.5664e6
1980-05-28,4.078125,4.09375,4.039063,4.078125,0.873299,6.5488e6
1980-05-29,4.070313,4.070313,3.953125,3.960938,0.848205,5.8352e6
1980-05-30,3.960938,4.0,3.914063,4.0,0.85657,5.2352e6
1980-06-02,4.0,4.03125,3.984375,3.984375,0.853224,3.4736e6
1980-06-03,3.984375,4.0,3.96875,3.976563,0.85155,2.8064e6
1980-06-04,3.976563,4.109375,3.96875,4.09375,0.876646,4.7136e6
1980-06-05,4.09375,4.125,4.054688,4.054688,0.86828,4.096e6
1980-06-06,4.0625,4.09375,4.0625,4.070313,0.871626,2.4512e6
1980-06-09,4.085938,4.117188,4.085938,4.101563,0.878319,4.552e6
1980-06-10,4.109375,4.234375,4.109375,4.234375,0.906759,9.5056e6
1980-06-11,4.234375,4.328125,4.171875,4.320313,0.925161,5.5392e6
1980-06-12,4.320313,4.328125,4.203125,4.3125,0.923489,6.8432e6
1980-06-13,4.28125,4.28125,4.171875,4.179688,0.895048,4.6352e6
1980-06-16,4.179688,4.234375,4.179688,4.203125,0.900067,3.3088e6
1980-06-17,4.203125,4.226563,4.1875,4.195313,0.898394,4.0704e6
1980-06-18,4.195313,4.359375,4.179688,4.296875,0.920144,5.2736e6
1980-06-19,4.296875,4.320313,4.234375,4.234375,0.906759,4.5488e6
1980-06-20,4.234375,4.25,4.203125,4.21875,0.903413,3.888e6
1980-06-23,4.226563,4.304688,4.226563,4.28125,0.916797,3.4704e6
1980-06-24,4.28125,4.28125,4.226563,4.265625,0.913451,2.9024e6
1980-06-25,4.265625,4.3125,4.265625,4.296875,0.920144,4.792e6
1980-06-26,4.296875,4.367188,4.296875,4.304688,0.921816,5.648e6
1980-06-27,4.304688,4.3125,4.257813,4.273438,0.915124,3.568e6
1980-06-30,4.257813,4.257813,4.140625,4.140625,0.886683,5.368e6
1980-07-01,4.15625,4.210938,4.15625,4.1875,0.896721,4.4352e6
1980-07-02,4.1875,4.21875,4.1875,4.203125,0.900067,4.6624e6
1980-07-03,4.234375,4.3125,4.234375,4.3125,0.923489,3.4432e6
1980-07-07,4.3125,4.328125,4.296875,4.3125,0.923489,4.2944e6
1980-07-08,4.3125,4.3125,4.257813,4.257813,0.911778,3.7808e6
1980-07-09,4.257813,4.34375,4.242188,4.25,0.910105,3.5184e6
1980-07-10,4.242188,4.242188,4.1875,4.1875,0.896721,5.248e6
1980-07-11,4.1875,4.257813,4.171875,4.257813,0.911778,3.6768e6
1980-07-14,4.257813,4.382813,4.257813,4.359375,0.933527,3.0176e6
1980-07-15,4.359375,4.390625,4.320313,4.335938,0.928508,3.616e6
1980-07-16,4.335938,4.375,4.328125,4.335938,0.928508,4.9616e6
1980-07-17,4.351563,4.515625,4.351563,4.429688,0.948584,4.4512e6
1980-07-18,4.429688,4.429688,4.367188,4.390625,0.940219,5.3904e6
1980-07-21,4.398438,4.5,4.398438,4.5,0.963641,4.6272e6
1980-07-22,4.5,4.546875,4.484375,4.484375,0.960295,4.7168e6
1980-07-23,4.484375,4.507813,4.46875,4.507813,0.965314,3.3952e6
1980-07-24,4.507813,4.507813,4.453125,4.460938,0.955275,5.7344e6
1980-07-25,4.460938,4.460938,4.40625,4.40625,0.943565,3.608e6
1980-07-28,4.40625,4.46875,4.382813,4.46875,0.956948,3.128e6
1980-07-29,4.46875,4.507813,4.46875,4.507813,0.965314,3.5248e6
1980-07-30,4.5,4.5,4.414063,4.414063,0.945238,6.9008e6
1980-07-31,4.375,4.375,4.304688,4.351563,0.931854,1.11296e7
1980-08-01,4.351563,4.429688,4.335938,4.398438,0.941892,8.112e6
1980-08-04,4.398438,4.40625,4.34375,4.375,0.936873,8.3472e6
1980-08-05,4.375,4.398438,4.367188,4.390625,0.940219,5.184e6
1980-08-06,4.390625,4.429688,4.382813,4.429688,0.948584,4.5504e6
1980-08-07,4.367188,4.367188,4.335938,4.367188,0.954045,7.5168e6
1980-08-08,4.367188,4.398438,4.34375,4.359375,0.952338,3.8368e6
1980-08-11,4.359375,4.414063,4.359375,4.414063,0.964286,6.0592e6
1980-08-12,4.414063,4.429688,4.382813,4.382813,0.957458,3.5888e6
1980-08-13,4.382813,4.414063,4.375,4.382813,0.957458,3.8208e6
1980-08-14,4.382813,4.46875,4.382813,4.46875,0.976233,3.3408e6
1980-08-15,4.46875,4.515625,4.453125,4.515625,0.986472,6.0416e6
1980-08-18,4.476563,4.476563,4.398438,4.398438,0.960873,5.6352e6
1980-08-19,4.398438,4.429688,4.375,4.375,0.955751,2.7904e6
1980-08-20,4.375,4.4375,4.375,4.4375,0.969405,2.72e6
1980-08-21,4.4375,4.484375,4.429688,4.484375,0.979646,2.7312e6
1980-08-22,4.492188,4.546875,4.492188,4.507813,0.984766,4.2032e6
1980-08-25,4.507813,4.507813,4.46875,4.492188,0.981352,2.7536e6
1980-08-26,4.492188,4.53125,4.484375,4.492188,0.981352,2.824e6
1980-08-27,4.492188,4.492188,4.453125,4.46875,0.976233,3.9504e6
1980-08-28,4.46875,4.46875,4.375,4.375,0.955751,3.6688e6
1980-08-29,4.375,4.382813,4.34375,4.375,0.955751,2.712e6
1980-09-02,4.375,4.445313,4.375,4.421875,0.965992,3.1904e6
1980-09-03,4.460938,4.5,4.460938,4.492188,0.981352,3.5008e6
1980-09-04,4.492188,4.570313,4.460938,4.476563,0.977939,5.0864e6
1980-09-05,4.476563,4.5,4.476563,4.492188,0.981352,3.4848e6
1980-09-08,4.476563,4.476563,4.390625,4.390625,0.959166,4.0256e6
1980-09-09,4.375,4.375,4.335938,4.367188,0.954045,4.5552e6
1980-09-10,4.390625,4.492188,4.390625,4.460938,0.974525,8.1216e6
1980-09-11,4.460938,4.484375,4.414063,4.4375,0.969405,3.4624e6
1980-09-12,4.4375,4.453125,4.375,4.390625,0.959166,2.4512e6
1980-09-15,4.390625,4.398438,4.351563,4.390625,0.959166,3.6672e6
1980-09-16,4.390625,4.398438,4.34375,4.359375,0.952338,3.96e6
1980-09-17,4.359375,4.375,4.351563,4.351563,0.950631,3.5648e6
1980-09-18,4.351563,4.367188,4.320313,4.34375,0.948925,5.9504e6
1980-09-19,4.34375,4.351563,4.273438,4.28125,0.935272,6.16e6
1980-09-22,4.28125,4.328125,4.21875,4.304688,0.940391,6.2928e6
1980-09-23,4.304688,4.375,4.296875,4.3125,0.942098,7.4816e6
1980-09-24,4.320313,4.46875,4.320313,4.445313,0.971112,5.256e6
1980-09-25,4.445313,4.507813,4.414063,4.453125,0.972819,5.3808e6
1980-09-26,4.398438,4.398438,4.351563,4.390625,0.959166,4.8576e6
1980-09-29,4.351563,4.351563,4.273438,4.28125,0.935272,4.616e6
1980-09-30,4.296875,4.382813,4.296875,4.359375,0.952338,3.3648e6
1980-10-01,4.359375,4.492188,4.273438,4.492188,0.981352,8.4288e6
1980-10-02,4.492188,4.601563,4.460938,4.585938,1.001832,8.2032e6
1980-10-03,4.585938,4.609375,4.5625,4.5625,0.996713,4.8416e6
1980-10-06,4.5625,4.710938,4.5625,4.703125,1.027433,5.2016e6
1980-10-07,4.703125,4.710938,4.65625,4.6875,1.02402,3.1472e6
1980-10-08,4.6875,4.734375,4.671875,4.71875,1.030847,3.1456e6
1980-10-09,4.71875,4.78125,4.703125,4.703125,1.027433,4.4352e6
1980-10-10,4.703125,4.742188,4.6875,4.6875,1.02402,3.1296e6
1980-10-13,4.695313,4.820313,4.695313,4.796875,1.047914,2.112e6
1980-10-14,4.8125,4.84375,4.8125,4.820313,1.053034,3.2496e6
1980-10-15,4.820313,4.96875,4.820313,4.960938,1.083754,5.4624e6
1980-10-16,4.960938,5.046875,4.890625,4.898438,1.0701,5.6016e6
1980-10-17,4.898438,4.90625,4.84375,4.90625,1.071807,4.792e6
1980-10-20,4.90625,4.984375,4.875,4.984375,1.088875,3.224e6
1980-10-21,4.976563,4.976563,4.875,4.921875,1.075221,3.5104e6
1980-10-22,4.921875,4.929688,4.875,4.898438,1.0701,3.2576e6
1980-10-23,4.898438,4.929688,4.867188,4.867188,1.063274,2.84e6
1980-10-24,4.867188,4.882813,4.835938,4.875,1.064981,3.8304e6
1980-10-27,4.867188,4.867188,4.828125,4.828125,1.05474,2.7344e6
1980-10-28,4.828125,4.84375,4.8125,4.84375,1.058154,2.3008e6
1980-10-29,4.84375,4.859375,4.789063,4.789063,1.046207,5.9984e6
1980-10-30,4.789063,4.804688,4.710938,4.726563,1.032553,2.7728e6
1980-10-31,4.726563,4.78125,4.703125,4.757813,1.03938,4.592e6
1980-11-03,4.765625,4.945313,4.765625,4.921875,1.075221,4.8864e6
1980-11-05,5.0,5.09375,5.0,5.0,1.113497,8.2448e6
1980-11-06,5.0,5.007813,4.945313,4.953125,1.103058,3.7056e6
1980-11-07,4.953125,4.96875,4.9375,4.945313,1.101319,2.1728e6
1980-11-10,4.96875,5.007813,4.96875,5.0,1.113497,2.024e6
1980-11-11,5.023438,5.109375,5.023438,5.078125,1.130895,3.7392e6
1980-11-12,5.078125,5.101563,5.023438,5.078125,1.130895,5.3792e6
1980-11-13,5.078125,5.140625,5.078125,5.140625,1.144814,7.552e6
1980-11-14,5.140625,5.226563,5.117188,5.171875,1.151774,6.6832e6
1980-11-17,5.171875,5.226563,5.15625,5.226563,1.163953,4.312e6
1980-11-18,5.226563,5.359375,5.226563,5.328125,1.18657,6.1696e6
1980-11-19,5.328125,5.53125,5.328125,5.421875,1.207448,5.3824e6
1980-11-20,5.421875,5.507813,5.390625,5.46875,1.217887,5.0272e6
1980-11-21,5.46875,5.546875,5.445313,5.484375,1.221367,3.32e6
1980-11-24,5.4375,5.4375,5.34375,5.414063,1.205708,3.8896e6
1980-11-25,5.414063,5.4375,5.28125,5.367188,1.195269,4.5536e6
1980-11-26,5.382813,5.46875,5.382813,5.421875,1.207448,4.0896e6
1980-11-28,5.429688,5.523438,5.429688,5.492188,1.223107,2.1328e6
1980-12-01,5.492188,5.492188,5.367188,5.375,1.19701,2.2416e6
1980-12-02,5.375,5.390625,5.21875,5.289063,1.177871,3.5984e6
1980-12-03,5.289063,5.296875,5.234375,5.25,1.169172,2.1264e6
1980-12-04,5.25,5.257813,5.148438,5.148438,1.146555,3.744e6
1980-12-05,5.109375,5.109375,5.007813,5.007813,1.115238,4.8e6
1980-12-08,4.96875,4.96875,4.890625,4.90625,1.092619,6.112e6
1980-12-09,4.90625,4.992188,4.859375,4.960938,1.104799,4.328e6
1980-12-10,4.960938,5.054688,4.953125,4.984375,1.110018,6.464e6
1980-12-11,4.960938,4.960938,4.8125,4.851563,1.080441,6.6224e6
1980-12-12,4.882813,4.953125,4.882813,4.921875,1.096099,4.8928e6
1980-12-15,4.921875,4.992188,4.921875,4.945313,1.101319,2.4464e6
1980-12-16,4.945313,5.125,4.945313,5.101563,1.136115,4.04e6
1980-12-17,5.148438,5.289063,5.148438,5.273438,1.174392,3.816e6
1980-12-18,5.273438,5.359375,5.210938,5.210938,1.160473,5.7904e6
1980-12-19,5.210938,5.210938,5.125,5.140625,1.144814,7.1888e6
1980-12-22,5.140625,5.164063,5.070313,5.109375,1.137855,3.5184e6
1980-12-23,5.109375,5.132813,5.0,5.023438,1.118716,4.4576e6
1980-12-24,5.023438,5.03125,5.007813,5.023438,1.118716,1.6384e6
1980-12-26,5.023438,5.054688,4.992188,5.054688,1.125676,1.6704e6
1980-12-29,5.054688,5.054688,5.015625,5.015625,1.116977,1.3136e6
1980-12-30,5.023438,5.070313,5.023438,5.046875,1.123937,1.1472e6
1980-12-31,5.046875,5.101563,5.023438,5.039063,1.122196,1.6624e6
1981-01-02,5.039063,5.078125,5.015625,5.070313,1.129156,1.4576e6
1981-01-05,5.070313,5.109375,5.0625,5.070313,1.129156,3.7456e6
1981-01-06,5.070313,5.125,4.984375,5.03125,1.120457,3.5888e6
1981-01-07,4.960938,4.960938,4.875,4.9375,1.099579,6.3072e6
1981-01-08,4.929688,4.929688,4.71875,4.789063,1.066522,7.7856e6
1981-01-09,4.789063,4.835938,4.726563,4.835938,1.07696,4.7984e6
1981-01-12,4.84375,4.929688,4.84375,4.851563,1.080441,8.5696e6
1981-01-13,4.851563,4.953125,4.851563,4.953125,1.103058,3.272e6
1981-01-14,4.953125,4.984375,4.875,4.898438,1.09088,3.9536e6
1981-01-15,4.898438,4.992188,4.882813,4.992188,1.111757,3.6912e6
1981-01-16,4.992188,5.023438,4.960938,5.0,1.113497,5.1056e6
1981-01-19,5.0,5.007813,4.960938,4.984375,1.110018,2.5072e6
1981-01-20,4.984375,4.992188,4.890625,4.890625,1.089139,3.2256e6
1981-01-21,4.875,4.875,4.820313,4.859375,1.08218,2.5248e6
1981-01-22,4.859375,4.859375,4.78125,4.804688,1.070002,2.6848e6
1981-01-23,4.796875,4.796875,4.757813,4.757813,1.059561,2.1792e6
1981-01-26,4.757813,4.78125,4.75,4.765625,1.061302,2.2864e6
1981-01-27,4.765625,4.851563,4.75,4.851563,1.080441,3.4624e6
1981-01-28,4.851563,4.859375,4.789063,4.789063,1.066522,3.7024e6
1981-01-29,4.789063,4.859375,4.789063,4.84375,1.0787,5.672e6
1981-01-30,4.84375,4.90625,4.828125,4.859375,1.08218,8.3536e6
1981-02-02,4.835938,4.835938,4.726563,4.742188,1.056083,8.2736e6
1981-02-03,4.710938,4.710938,4.648438,4.710938,1.070282,5.32e6
1981-02-04,4.710938,4.734375,4.664063,4.671875,1.061408,4.1312e6
1981-02-05,4.671875,4.703125,4.671875,4.695313,1.066733,3.36e6
1981-02-06,4.695313,4.726563,4.65625,4.671875,1.061408,6.8368e6
1981-02-09,4.640625,4.640625,4.570313,4.570313,1.038333,4.1024e6
1981-02-10,4.570313,4.585938,4.53125,4.546875,1.033008,1.06608e7
1981-02-11,4.546875,4.554688,4.453125,4.453125,1.011709,5.0896e6
1981-02-12,4.460938,4.5,4.460938,4.492188,1.020583,2.824e6
1981-02-13,4.492188,4.492188,4.4375,4.460938,1.013485,3.8608e6
1981-02-17,4.46875,4.570313,4.46875,4.5625,1.036559,4.3296e6
1981-02-18,4.5625,4.578125,4.53125,4.539063,1.031234,3.0304e6
1981-02-19,4.53125,4.53125,4.4375,4.4375,1.008159,3.1584e6
1981-02-20,4.414063,4.414063,4.390625,4.40625,1.00106,3.9408e6
1981-02-23,4.40625,4.445313,4.375,4.414063,1.002835,3.5968e6
